cycle,test_group,test_type,prosthesis,pair,metric,pvalue,pvalue_holm,pvalue_bonferroni,cohens_d
stance,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),total_var,7.943243067458861e-05,0.0004765945840475317,0.0004765945840475317,1.9637085684607438
stance,g2,wilcoxon,Ech,(A-S)-(S-A),angle_var,0.0009765625,0.001953125,0.005859375,2.2873266854548753
stance,g2,wilcoxon,Ech,(A-S)-(S-A),hangle,0.0009765625,0.00390625,0.005859375,2.7691138859023283
stance,g2,wilcoxon,Ech,(A-S)-(S-A),htoe,0.01611328125,0.0322265625,0.0966796875,0.606442429301423
stance,g2,wilcoxon,Ech,(A-S)-(S-A),inter_dependence,0.90966796875,0.90966796875,1.0,-0.09391214915619492
stance,g2,wilcoxon,Ech,(A-S)-(S-A),inter_dependence_prop,0.01611328125,0.01611328125,0.0966796875,-0.8858357461522893
stance,g2,wilcoxon,Ech,(A-S)-(S-A),mi,0.90966796875,0.90966796875,1.0,-0.09391214915619492
stance,g2,wilcoxon,Ech,(A-S)-(S-A),toe_var,0.00146484375,0.0029296875,0.0087890625,0.6862096343563383
stance,g2,wilcoxon,Ech,(A-S)-(S-A),total_var,0.0009765625,0.00390625,0.005859375,2.11341936827039
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),angle_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-7.061676105495163
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),hangle,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-6.555468280233192
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),htoe,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,3.4488991061389873
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),inter_dependence,4.332038711823107e-06,1.732815484729243e-05,2.5992232270938646e-05,3.9195131752124435
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),inter_dependence_prop,2.5650016061046447e-06,1.5390009636627867e-05,1.5390009636627867e-05,3.7329265902574376
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),mi,4.332038711823107e-06,1.732815484729243e-05,2.5992232270938646e-05,3.9195131752124435
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),toe_var,6.829649710561603e-05,0.00020488949131684808,0.00040977898263369616,2.1457944156030524
stance,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),total_var,0.0099753922418749,0.0199507844837498,0.059852353451249396,-1.3178489701446088
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),angle_var,5.030216544304216e-05,0.00015090649632912647,0.00030181299265825295,-2.3722150409244027
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),hangle,0.0052236847465871265,0.01567105423976138,0.03134210847952276,-1.2410294950358656
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),htoe,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,4.005243587070357
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),inter_dependence,1.0119993868287828e-05,3.0359981604863485e-05,6.071996320972697e-05,3.120239656835353
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),inter_dependence_prop,3.1501516474017256e-05,9.450454942205177e-05,0.00018900909884410355,2.6952112883601127
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),mi,1.0119993868287828e-05,3.0359981604863485e-05,6.071996320972697e-05,3.120239656835353
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),toe_var,1.9508457555338534e-05,7.803383022135414e-05,0.0001170507453320312,2.745286635785053
stance,g2,mannwhitneyu,Ech-none,(S-S)-(Same),total_var,0.0006603246641413386,0.003301623320706693,0.003961947984848032,1.5228451315676181
stance,g3,wilcoxon,none,(L-L)-(R-R),angle_var,0.9239659309387207,0.9239659309387207,1.0,-0.0011383799147262215
stance,g3,wilcoxon,none,(L-L)-(R-R),hangle,0.3880448341369629,0.7760896682739258,1.0,-0.1527411810982075
stance,g3,wilcoxon,none,(L-L)-(R-R),htoe,0.3534979820251465,0.6297826766967773,1.0,0.28230176649392974
stance,g3,wilcoxon,none,(L-L)-(R-R),inter_dependence,0.9746217727661133,0.9746217727661133,1.0,-0.26447753885872494
stance,g3,wilcoxon,none,(L-L)-(R-R),inter_dependence_prop,0.7990336418151855,0.7990336418151855,1.0,-0.28755541480779523
stance,g3,wilcoxon,none,(L-L)-(R-R),mi,0.9746217727661133,0.9746217727661133,1.0,-0.26447753885872494
stance,g3,wilcoxon,none,(L-L)-(R-R),toe_var,0.30530881881713867,0.30530881881713867,0.915926456451416,0.4160942768618116
stance,g3,wilcoxon,none,(L-L)-(R-R),total_var,0.3880448341369629,0.3880448341369629,1.0,0.22864758274829114
stance,g3,wilcoxon,none,(L-R)-(R-L),angle_var,0.1054534912109375,0.2213273048400879,0.3163604736328125,0.33138421626090103
stance,g3,wilcoxon,none,(L-R)-(R-L),hangle,0.8237285614013672,0.8237285614013672,1.0,0.07057494790433243
stance,g3,wilcoxon,none,(L-R)-(R-L),htoe,0.2902231216430664,0.6297826766967773,0.8706693649291992,0.29043364665651755
stance,g3,wilcoxon,none,(L-R)-(R-L),inter_dependence,0.03587532043457031,0.10762596130371094,0.10762596130371094,-0.45471637640230916
stance,g3,wilcoxon,none,(L-R)-(R-L),inter_dependence_prop,0.014094829559326172,0.042284488677978516,0.042284488677978516,-0.551517311652672
stance,g3,wilcoxon,none,(L-R)-(R-L),mi,0.03587532043457031,0.10762596130371094,0.10762596130371094,-0.45471637640230916
stance,g3,wilcoxon,none,(L-R)-(R-L),toe_var,0.09173250198364258,0.20533275604248047,0.27519750595092773,0.5281635384302473
stance,g3,wilcoxon,none,(L-R)-(R-L),total_var,0.09173250198364258,0.20533275604248047,0.27519750595092773,0.5537702211895672
stance,g3,wilcoxon,none,(Same)-(Contra),angle_var,0.0737757682800293,0.2213273048400879,0.2213273048400879,0.5060040068288385
stance,g3,wilcoxon,none,(Same)-(Contra),hangle,0.13748931884765625,0.41246795654296875,0.41246795654296875,0.39165471124401235
stance,g3,wilcoxon,none,(Same)-(Contra),htoe,0.20992755889892578,0.6297826766967773,0.6297826766967773,0.009910151363922218
stance,g3,wilcoxon,none,(Same)-(Contra),inter_dependence,0.05869007110595703,0.11738014221191406,0.1760702133178711,-0.34662577864098043
stance,g3,wilcoxon,none,(Same)-(Contra),inter_dependence_prop,0.06341934204101562,0.12683868408203125,0.19025802612304688,-0.36861601305164393
stance,g3,wilcoxon,none,(Same)-(Contra),mi,0.05869007110595703,0.11738014221191406,0.1760702133178711,-0.34662577864098043
stance,g3,wilcoxon,none,(Same)-(Contra),toe_var,0.06844425201416016,0.20533275604248047,0.20533275604248047,0.1880840047186357
stance,g3,wilcoxon,none,(Same)-(Contra),total_var,0.06844425201416016,0.20533275604248047,0.20533275604248047,0.43949231998421096
swing,g1,wilcoxon,Mech,(A-A)-(S-S),angle_var,0.00048828125,0.00146484375,0.0029296875,-4.46389462591707
swing,g1,wilcoxon,Mech,(A-A)-(S-S),hangle,0.00048828125,0.00146484375,0.0029296875,-4.257053052331877
swing,g1,wilcoxon,Mech,(A-A)-(S-S),htoe,0.12939453125,0.2587890625,0.7763671875,0.5080573306715686
swing,g1,wilcoxon,Mech,(A-A)-(S-S),inter_dependence,0.00244140625,0.01220703125,0.0146484375,-1.9451442136139414
swing,g1,wilcoxon,Mech,(A-A)-(S-S),inter_dependence_prop,0.00927734375,0.04039430145613788,0.0556640625,-1.4259368196562574
swing,g1,wilcoxon,Mech,(A-A)-(S-S),mi,0.00244140625,0.01220703125,0.0146484375,-1.9451442136139414
swing,g1,wilcoxon,Mech,(A-A)-(S-S),toe_var,0.00146484375,0.00732421875,0.0087890625,2.623582696179595
swing,g1,wilcoxon,Mech,(A-A)-(S-S),total_var,0.00048828125,0.00146484375,0.0029296875,-3.761681430433844
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),angle_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-8.562500203489225
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),hangle,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-8.677485209516995
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),htoe,0.004670192363741602,0.02335096181870801,0.02802115418244961,1.0091063516771628
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),inter_dependence,0.0001240437188993622,0.0007442623133961731,0.0007442623133961731,-1.9649951859904569
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),inter_dependence_prop,0.003313441272231717,0.019880647633390303,0.019880647633390303,-0.9311426440179947
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),mi,0.0001240437188993622,0.0007442623133961731,0.0007442623133961731,-1.9649951859904569
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),toe_var,7.943243067458861e-05,0.0004765945840475317,0.0004765945840475317,1.9541845675405207
swing,g1,mannwhitneyu,Mech-none,(A-A)-(Same),total_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-6.426823315251127
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),angle_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-4.166428391067232
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),hangle,8.561832062637975e-06,3.42473282505519e-05,5.137099237582785e-05,-3.0542295365739793
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),htoe,0.002619960133175005,0.01571976079905003,0.01571976079905003,1.1108738737317763
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),inter_dependence,0.22733349301264816,0.6820004790379445,1.0,-0.4985270364311641
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),inter_dependence_prop,0.5282653280526343,0.5282653280526343,1.0,-0.2304117588381114
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),mi,0.22733349301264816,0.6820004790379445,1.0,-0.4985270364311641
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),toe_var,0.014993701781933138,0.05997480712773255,0.08996221069159882,1.0349109961648175
swing,g1,mannwhitneyu,Mech-none,(A-S)-(Contra),total_var,1.658721158025359e-05,8.293605790126796e-05,9.952326948152155e-05,-2.1766374249581344
swing,g1,wilcoxon,Mech,(A-S)-(S-A),angle_var,0.4697265625,0.4697265625,1.0,0.46943173807860467
swing,g1,wilcoxon,Mech,(A-S)-(S-A),hangle,0.5693359375,0.5693359375,1.0,-0.22655829152346815
swing,g1,wilcoxon,Mech,(A-S)-(S-A),htoe,0.423828125,0.423828125,1.0,0.3808500891742201
swing,g1,wilcoxon,Mech,(A-S)-(S-A),inter_dependence,0.2333984375,0.6820004790379445,1.0,-0.6901557928110861
swing,g1,wilcoxon,Mech,(A-S)-(S-A),inter_dependence_prop,0.20361328125,0.4072265625,1.0,-0.803756121860959
swing,g1,wilcoxon,Mech,(A-S)-(S-A),mi,0.2333984375,0.6820004790379445,1.0,-0.6901557928110861
swing,g1,wilcoxon,Mech,(A-S)-(S-A),toe_var,0.10986328125,0.32958984375,0.6591796875,0.9110512220392387
swing,g1,wilcoxon,Mech,(A-S)-(S-A),total_var,0.12939453125,0.12939453125,0.7763671875,0.5888253371050536
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),angle_var,2.5650016061046447e-06,1.2890915111041308e-05,1.5390009636627867e-05,-3.6042341134490528
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),hangle,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-3.05905156531943
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),htoe,0.024300563318124944,0.09720225327249978,0.14580337990874967,0.7177228182883472
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),inter_dependence,0.5049677894530151,0.6820004790379445,1.0,0.3430319674823916
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),inter_dependence_prop,0.06346336899952562,0.19039010699857686,0.3807802139971537,0.7761492920117858
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),mi,0.5049677894530151,0.6820004790379445,1.0,0.3430319674823916
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),toe_var,0.7593619741581819,0.7593619741581819,1.0,0.15250268792298127
swing,g1,mannwhitneyu,Mech-none,(S-A)-(Contra),total_var,1.658721158025359e-05,8.293605790126796e-05,9.952326948152155e-05,-2.3953647065723076
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),angle_var,0.0005058891814942297,0.00146484375,0.0030353350889653786,-1.4177109562661725
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),hangle,0.2137596254552786,0.4275192509105572,1.0,-0.6395725434369377
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),htoe,0.0495250279489362,0.1485750838468086,0.2971501676936172,0.5107022023939224
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),inter_dependence,0.014993701781933138,0.05997480712773255,0.08996221069159882,0.9973303971695423
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),inter_dependence_prop,0.008078860291227575,0.04039430145613788,0.04847316174736545,1.1129008288018052
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),mi,0.014993701781933138,0.05997480712773255,0.08996221069159882,0.9973303971695423
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),toe_var,0.14442240044312935,0.32958984375,0.866534402658776,-0.43838220289271257
swing,g1,mannwhitneyu,Mech-none,(S-S)-(Same),total_var,0.011064863130672741,0.022129726261345482,0.06638917878403644,-0.9317178302143561
swing,g2,wilcoxon,Ech,(A-A)-(S-S),angle_var,0.00048828125,0.00146484375,0.0029296875,-3.594822284313679
swing,g2,wilcoxon,Ech,(A-A)-(S-S),hangle,0.00048828125,0.00146484375,0.0029296875,-3.946611937753677
swing,g2,wilcoxon,Ech,(A-A)-(S-S),htoe,0.02685546875,0.107421875,0.1611328125,0.6766355353809677
swing,g2,wilcoxon,Ech,(A-A)-(S-S),inter_dependence,0.00146484375,0.00732421875,0.0087890625,-1.8543277834567513
swing,g2,wilcoxon,Ech,(A-A)-(S-S),inter_dependence_prop,0.01611328125,0.08996221069159882,0.0966796875,-1.3324597592705
swing,g2,wilcoxon,Ech,(A-A)-(S-S),mi,0.00146484375,0.00732421875,0.0087890625,-1.8543277834567513
swing,g2,wilcoxon,Ech,(A-A)-(S-S),toe_var,0.00146484375,0.00732421875,0.0087890625,2.109934957470215
swing,g2,wilcoxon,Ech,(A-A)-(S-S),total_var,0.0009765625,0.00390625,0.005859375,-2.843167627569079
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),angle_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-7.8851542440863716
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),hangle,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-8.147602362619669
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),htoe,0.0005058891814942297,0.0030353350889653786,0.0030353350889653786,1.3270065750973536
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),inter_dependence,0.00014355817253736624,0.0008613490352241974,0.0008613490352241974,-1.9803021477332448
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),inter_dependence_prop,0.014993701781933138,0.08996221069159882,0.08996221069159882,-0.9842125551824379
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),mi,0.00014355817253736624,0.0008613490352241974,0.0008613490352241974,-1.9803021477332448
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),toe_var,3.6865659808498135e-05,0.0002211939588509888,0.0002211939588509888,2.136705148870699
swing,g2,mannwhitneyu,Ech-none,(A-A)-(Same),total_var,2.148485851840218e-06,1.2890915111041308e-05,1.2890915111041308e-05,-6.168206298943419
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),angle_var,2.5650016061046447e-06,1.2890915111041308e-05,1.5390009636627867e-05,-3.1818789290130116
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),hangle,2.5650016061046447e-06,1.2890915111041308e-05,1.5390009636627867e-05,-2.8879717582545883
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),htoe,0.0007530302153165608,0.003765151076582804,0.004518181291899365,1.2711533931820311
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),inter_dependence,0.3970613340067476,0.7941226680134952,1.0,-0.408014114412923
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),inter_dependence_prop,0.9856238960972357,0.9856238960972357,1.0,-0.09500604811839475
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),mi,0.3970613340067476,0.7941226680134952,1.0,-0.408014114412923
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),toe_var,0.0099753922418749,0.029926176725624698,0.059852353451249396,1.1075442793704322
swing,g2,mannwhitneyu,Ech-none,(A-S)-(Contra),total_var,0.00019157015350537124,0.0009578507675268562,0.0011494209210322274,-1.652701642885517
swing,g2,wilcoxon,Ech,(A-S)-(S-A),angle_var,0.01611328125,0.01611328125,0.0966796875,-1.0141041995445759
swing,g2,wilcoxon,Ech,(A-S)-(S-A),hangle,0.00341796875,0.0068359375,0.0205078125,-1.368850955717427
swing,g2,wilcoxon,Ech,(A-S)-(S-A),htoe,0.10986328125,0.32958984375,0.6591796875,0.45646058673212037
swing,g2,wilcoxon,Ech,(A-S)-(S-A),inter_dependence,0.12939453125,0.517578125,0.7763671875,-0.7019214063898422
swing,g2,wilcoxon,Ech,(A-S)-(S-A),inter_dependence_prop,0.26611328125,0.5322265625,1.0,-0.5593496845490495
swing,g2,wilcoxon,Ech,(A-S)-(S-A),mi,0.12939453125,0.517578125,0.7763671875,-0.7019214063898422
swing,g2,wilcoxon,Ech,(A-S)-(S-A),toe_var,0.0068359375,0.02734375,0.041015625,0.9936415881467587
swing,g2,wilcoxon,Ech,(A-S)-(S-A),total_var,0.09228515625,0.1845703125,0.5537109375,-0.5253666427865299
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),angle_var,5.030216544304216e-05,0.00020120866177216864,0.00030181299265825295,-2.1789491860234853
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),hangle,0.0001240437188993622,0.0004961748755974488,0.0007442623133961731,-1.9045396750149057
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),htoe,0.11696722987709804,0.32958984375,0.7018033792625882,0.6185539452895855
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),inter_dependence,0.41745542574373207,0.7941226680134952,1.0,0.33762022897071786
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),inter_dependence_prop,0.14442240044312935,0.433267201329388,0.866534402658776,0.5443385901540037
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),mi,0.41745542574373207,0.7941226680134952,1.0,0.33762022897071786
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),toe_var,0.5049677894530151,1.0,1.0,0.20476941364931783
swing,g2,mannwhitneyu,Ech-none,(S-A)-(Contra),total_var,0.008078860291227575,0.024236580873682724,0.04847316174736545,-1.0877377058151771
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),angle_var,0.003313441272231717,0.006626882544463434,0.019880647633390303,-1.0128460216153121
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),hangle,0.10878710231224496,0.10878710231224496,0.6527226138734697,-0.608657357468436
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),htoe,0.28773379040683134,0.32958984375,1.0,0.4529791362522024
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),inter_dependence,0.2137596254552786,0.6412788763658358,1.0,0.7814472547919239
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),inter_dependence_prop,0.06877519837972604,0.27510079351890415,0.41265119027835623,0.9338811184016276
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),mi,0.2137596254552786,0.6412788763658358,1.0,0.7814472547919239
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),toe_var,0.956890350476861,1.0,1.0,-0.19218687598335724
swing,g2,mannwhitneyu,Ech-none,(S-S)-(Same),total_var,0.10878710231224496,0.1845703125,0.6527226138734697,-0.6268345245586643
swing,g3,wilcoxon,none,(L-L)-(R-R),angle_var,0.032894134521484375,0.06578826904296875,0.09868240356445312,0.4620843442073522
swing,g3,wilcoxon,none,(L-L)-(R-R),hangle,0.774528980255127,0.774528980255127,1.0,-0.0005206857763986909
swing,g3,wilcoxon,none,(L-L)-(R-R),htoe,0.7023849487304688,1.0,1.0,-0.031252122572702726
swing,g3,wilcoxon,none,(L-L)-(R-R),inter_dependence,0.0014548301696777344,0.0029096603393554688,0.004364490509033203,-0.8588829354124562
swing,g3,wilcoxon,none,(L-L)-(R-R),inter_dependence_prop,0.0010914802551269531,0.0021829605102539062,0.0032744407653808594,-0.8832607795063114
swing,g3,wilcoxon,none,(L-L)-(R-R),mi,0.0014548301696777344,0.0029096603393554688,0.004364490509033203,-0.8588829354124562
swing,g3,wilcoxon,none,(L-L)-(R-R),toe_var,0.01272726058959961,0.02545452117919922,0.03818178176879883,0.4555442300328136
swing,g3,wilcoxon,none,(L-L)-(R-R),total_var,0.05869007110595703,0.11738014221191406,0.1760702133178711,0.32894005208661214
swing,g3,wilcoxon,none,(L-R)-(R-L),angle_var,0.0737757682800293,0.0737757682800293,0.2213273048400879,0.5262034674154914
swing,g3,wilcoxon,none,(L-R)-(R-L),hangle,0.13748931884765625,0.2749786376953125,0.41246795654296875,0.3324248380171884
swing,g3,wilcoxon,none,(L-R)-(R-L),htoe,0.7023849487304688,1.0,1.0,-0.02815374112059298
swing,g3,wilcoxon,none,(L-R)-(R-L),inter_dependence,0.3705310821533203,0.3705310821533203,1.0,-0.1524267915219645
swing,g3,wilcoxon,none,(L-R)-(R-L),inter_dependence_prop,0.30530881881713867,0.30530881881713867,0.915926456451416,-0.18738371059991904
swing,g3,wilcoxon,none,(L-R)-(R-L),mi,0.3705310821533203,0.3705310821533203,1.0,-0.1524267915219645
swing,g3,wilcoxon,none,(L-R)-(R-L),toe_var,0.5445904731750488,0.5445904731750488,1.0,0.0982045477009544
swing,g3,wilcoxon,none,(L-R)-(R-L),total_var,0.06341934204101562,0.11738014221191406,0.19025802612304688,0.3619142436456726
swing,g3,wilcoxon,none,(Same)-(Contra),angle_var,0.0005927085876464844,0.0017781257629394531,0.0017781257629394531,0.8133003814220227
swing,g3,wilcoxon,none,(Same)-(Contra),hangle,0.0025048255920410156,0.007514476776123047,0.007514476776123047,-1.117741013916918
swing,g3,wilcoxon,none,(Same)-(Contra),htoe,0.8237285614013672,1.0,1.0,0.000762445874672437
swing,g3,wilcoxon,none,(Same)-(Contra),inter_dependence,4.76837158203125e-07,1.430511474609375e-06,1.430511474609375e-06,-2.546238709784535
swing,g3,wilcoxon,none,(Same)-(Contra),inter_dependence_prop,4.76837158203125e-07,1.430511474609375e-06,1.430511474609375e-06,-2.4843455551271116
swing,g3,wilcoxon,none,(Same)-(Contra),mi,4.76837158203125e-07,1.430511474609375e-06,1.430511474609375e-06,-2.546238709784535
swing,g3,wilcoxon,none,(Same)-(Contra),toe_var,4.76837158203125e-07,1.430511474609375e-06,1.430511474609375e-06,1.6582350140596547
swing,g3,wilcoxon,none,(Same)-(Contra),total_var,0.0005927085876464844,0.0017781257629394531,0.0017781257629394531,0.5579211506576696
